@relation occ_all

@attribute DayOfWeek numeric
@attribute HourOfDay numeric
@attribute RealPow_Mean numeric
@attribute RealPow_LastMean numeric
@attribute RealPow_Std numeric
@attribute RealPow_Median numeric
@attribute RealPow_Max numeric
@attribute RealPow_Min numeric
@attribute RealPow_MeanDeriv numeric
@attribute RealPow_StdDeriv numeric
@attribute RealPow_MaxDeriv numeric
@attribute RealPow_Kurt numeric
@attribute RealPow_Iqr numeric
@attribute RealPow_Mcr numeric
@attribute RealPow_FreqPeak numeric
@attribute RealPow_FreqEntropy numeric
@attribute RealPow_FreqEnergy numeric
@attribute RealPow_FreqLastEnergy numeric
@attribute ReactPow_Mean numeric
@attribute ReactPow_LastMean numeric
@attribute ReactPow_Std numeric
@attribute ReactPow_Median numeric
@attribute ReactPow_Max numeric
@attribute ReactPow_Min numeric
@attribute ReactPow_MeanDeriv numeric
@attribute ReactPow_StdDeriv numeric
@attribute ReactPow_MaxDeriv numeric
@attribute ReactPow_Kurt numeric
@attribute ReactPow_Iqr numeric
@attribute ReactPow_Mcr numeric
@attribute ReactPow_FreqPeak numeric
@attribute ReactPow_FreqEntropy numeric
@attribute ReactPow_FreqEnergy numeric
@attribute ReactPow_FreqLastEnergy numeric
@attribute Power_Cluster1 numeric
@attribute Power_Cluster2 numeric
@attribute Power_Cluster4 numeric
@attribute Power_Cluster5 numeric
@attribute Power_Cluster6 numeric
@attribute Power_Cluster7 numeric
@attribute Power_Cluster8 numeric
@attribute Power_Cluster9 numeric
@attribute Power_Cluster10 numeric
@attribute Power_Cluster13 numeric
@attribute Power_Cluster14 numeric
@attribute Power_Cluster15 numeric
@attribute Power_Cluster16 numeric
@attribute Power_Cluster17 numeric
@attribute Power_Cluster18 numeric
@attribute Power_Cluster19 numeric
@attribute Water_Mean numeric
@attribute Water_LastMean numeric
@attribute Water_Std numeric
@attribute Water_Median numeric
@attribute Water_Max numeric
@attribute Water_Min numeric
@attribute Water_MeanDeriv numeric
@attribute Water_StdDeriv numeric
@attribute Water_MaxDeriv numeric
@attribute Water_Kurt numeric
@attribute Water_Iqr numeric
@attribute Water_Mcr numeric
@attribute Water_FreqPeak numeric
@attribute Water_FreqEntropy numeric
@attribute Water_FreqEnergy numeric
@attribute Water_FreqLastEnergy numeric
@attribute Water_Cluster1 numeric
@attribute Water_Cluster2 numeric
@attribute Water_Cluster3 numeric
@attribute Water_Cluster4 numeric
@attribute Water_Cluster6 numeric
@attribute Water_Cluster7 numeric
@attribute Water_Cluster8 numeric
@attribute Water_Cluster9 numeric
@attribute label_num {0,1,2,3}

@data
3,13,3342.797834,3341.405018,168.634678,3241,3849,3175,5.126812,25.597483,291,2.805403,319,0.003623,0.001946,0.369271,3103129160.999993,3126047954.000001,771.630866,790.069857,106.593063,700.73,1129.4,682.21,4.093333,22.006732,221.09,3.793328,188.08,0.018116,0.001946,0.457264,168065666.1503,180551614.1891,0,270,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976562,1.822353,5.113081,0.920182,14.5652,-12.84035,5.592287,4.332454,24.60294,3.001925,6.131188,0.482993,0.227626,3.866313,7967.551223,11798.944207,0,295,0,0,0,0,0,0,0
3,13,3126.530466,3342.797834,81.014376,3075,3375,3055,2.841727,19.957992,309,5.352713,110,0.007194,0.001946,0.414543,2729103384.000003,3103129160.999993,733.711004,771.630866,110.904495,696.53,1139.8,687.55,2.990827,30.42681,445.91,10.681809,6.4,0.003597,0.001946,0.476318,153613928.8255,168065666.1503,0,247,16,0,0,0,0,0,0,0,16,0,0,0,0,0,1.497213,0.976562,6.106922,1.260526,18.28846,-12.36534,6.792625,4.773967,25.931604,2.562766,8.884635,0.498316,0.001946,3.332183,11744.474279,7967.551223,0,298,0,0,0,0,0,0,0
3,14,3271.087273,3126.530466,173.419052,3362,3689,3039,5.218978,28.564102,291,2.13391,322,0.00365,0.001946,0.356431,2950743607.000002,2729103384.000003,825.134836,733.711004,112.76392,875,1132.8,685.33,3.220328,20.331928,213.64,2.934033,189.7775,0.00365,0.001946,0.382273,190717164.2438,153613928.8255,0,248,15,0,0,0,0,0,0,0,12,0,0,0,0,0,1.982805,1.497213,5.097582,2.021584,17.1741,-13.891,5.498357,3.947186,16.331045,3.302885,6.284596,0.498294,0.001946,2.79076,8769.569213,11744.474279,0,294,0,0,0,0,0,0,0
3,14,3054.061372,3271.087273,7.751568,3054,3074,3037,1.471014,4.187761,26,2.871281,11,0.09058,0.001946,0.364407,2583676153.000001,2950743607.000002,686.272274,825.134836,5.871675,686.33,704.05,619.6,1.182935,6.352981,74.47,61.520558,4.65,0.068841,0.001946,0.364407,130468104.3082,190717164.2438,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.506969,1.982805,6.014549,1.241183,22.70659,-18.93712,6.84915,5.441613,30.62874,3.667096,7.617975,0.503401,0.328794,3.928052,11305.324031,8769.569213,0,295,0,0,0,0,0,0,0
3,14,3293.450909,3054.061372,182.522192,3361,3681,3050,5.164234,33.761044,306,2.519776,291,0.007299,0.001946,0.310632,2992003327.000006,2583676153.000001,831.328182,686.272274,121.564935,867.28,1114.4,678.98,4.125766,23.881791,220.18,3.007891,186.68,0.014599,0.001946,0.270475,194103481.2867,130468104.3082,0,248,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2.031664,1.506969,5.797765,1.922579,21.62524,-12.41568,6.736125,5.038052,20.708358,2.829318,8.10995,0.506757,0.001946,3.7811,11175.6806,11305.324031,0,297,0,0,0,0,0,0,0
3,14,3063.948529,3293.450909,7.276632,3065,3085,3052,1.125461,4.050484,25,3.199056,7,0.04797,0.001946,0.384428,2553490670.000005,2992003327.000006,698.015147,831.328182,7.1423,697.32,729.62,682.73,0.676273,3.422451,39.74,3.076435,13.29,0.02214,0.001946,0.384428,132539063.9558,194103481.2867,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.147062,2.031664,5.377293,1.882693,16.86646,-10.97503,5.864361,4.497336,26.080632,2.779852,7.520965,0.486577,0.001946,2.84967,9995.105557,11175.6806,0,299,0,0,0,0,0,0,0
3,14,3254.283636,3063.948529,152.197479,3366,3397,3050,1.985401,20.246823,332,1.217797,307.75,0.00365,0.001946,0.376048,2918696502.000004,2553490670.000005,819.458145,698.015147,95.045661,889.04,910.87,673.14,1.390803,12.792603,206.03,1.21805,191.55,0.00365,0.001946,0.356431,187140932.0095,132539063.9558,0,217,0,0,0,0,0,0,0,0,58,0,0,0,0,0,2.407536,2.147062,5.549636,1.86323,15.7876,-13.54383,6.100871,4.8622,20.596132,2.850123,6.832143,0.467354,0.001946,3.093288,10654.849451,9995.105557,0,292,0,0,0,0,0,0,0
3,14,3230.051095,3254.283636,412.980169,3068,4408,3052,11.663004,112.731608,1342,7.01319,26,0.010989,0.001946,0.390639,2905265905.999998,2918696502.000004,708.610474,819.458145,55.375357,699.57,887.23,479.31,3.148755,20.217773,184.08,9.025448,10.78,0.018315,0.001946,0.415678,138420427.8677,187140932.0095,0,245,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3.132394,2.407536,5.552184,2.885768,15.831,-11.86396,6.157328,4.847235,23.80886,2.46579,8.116522,0.501695,0.001946,2.980843,11998.211448,10654.849451,0,296,0,0,0,0,0,0,0
3,14,3206.942238,3230.051095,226.84986,3062,3674,3056,2.25,28.133174,432,3.247174,186,0.003623,0.001946,0.393198,2863003747.000005,2905265905.999998,804.987942,708.610474,154.533812,703.82,1116.8,690.77,1.592101,18.685575,273.04,3.023723,139.94,0.003623,0.001946,0.458356,186088620.5872,138420427.8677,0,229,48,0,0,0,0,0,0,0,0,0,0,0,0,0,2.676228,3.132394,5.507886,2.204632,19.88317,-10.98367,6.28064,4.787913,21.406025,2.943179,7.567494,0.496599,0.001946,3.007865,11031.869605,11998.211448,0,295,0,0,0,0,0,0,0
3,14,3155.532609,3206.942238,241.428451,3040,3674,3037,2.498182,37.504197,621,3.842734,14,0.003636,0.001946,0.416458,2764267664.999997,2863003747.000005,758.605978,804.987942,166.74825,684,1116.8,676.25,1.675745,26.570074,440.55,3.846466,4.68,0.003636,0.001946,0.525395,166479685.5255,186088620.5872,0,227,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57932,2.676228,5.226555,2.486134,21.01206,-11.46694,5.621501,4.415192,22.295179,3.423946,6.976963,0.488294,0.001946,2.837029,10163.61324,11031.869605,0,300,0,0,0,0,0,0,0
3,14,3056.210145,3155.532609,113.941258,3008,3320,3000,1.298182,18.838882,311,4.542762,9,0.003636,0.001946,0.38691,2581526262,2764267664.999997,719.263913,758.605978,73.172493,688.54,889.14,683.67,0.747164,11.77075,195.12,4.589256,9.07,0.003636,0.001946,0.427218,144258407.9388,166479685.5255,0,233,0,0,0,0,0,0,0,0,43,0,0,0,0,0,1.273514,2.57932,5.572114,1.102908,15.96447,-11.43046,6.250216,4.444282,20.134623,2.74139,7.138679,0.511706,0.007782,3.768289,9770.038927,10163.61324,0,300,0,0,0,0,0,0,0
3,14,3355.758993,3056.210145,180.330171,3455,3764,3148,3.891697,37.251337,444,2.629749,289,0.00722,0.001946,0.361848,3139598675,2581526262,836.576547,719.263913,125.626929,890.84,1133.6,693.2,2.472419,23.410456,244.46,3.000021,194.94,0.00361,0.001946,0.346745,198932817.2616,144258407.9388,0,234,21,0,0,0,0,0,0,0,23,0,0,0,0,0,3.679218,1.273514,5.25395,3.20926,17.48926,-12.91584,5.822829,4.370272,22.186409,3.301782,6.529089,0.52381,0.001946,2.450278,12108.884503,9770.038927,0,295,0,0,0,0,0,0,0
3,14,3142.635036,3355.758993,15.03153,3133,3166,3133,0.120879,1.997251,33,1.837371,33,0.003663,0.001946,0.406177,2706128146,3139598675,690.665255,836.576547,1.630693,689.62,693.2,689.62,0.013114,0.216671,3.58,1.837371,3.58,0.003663,0.001946,0.406177,130703793.6136,198932817.2616,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.904363,3.679218,5.362781,3.008941,22.1089,-13.36001,6.172653,4.62726,25.599594,3.454938,6.981152,0.563758,0.001946,2.84375,11092.467683,12108.884503,0,299,0,0,0,0,0,0,0
3,14,3133,3142.635036,0,3133,3133,3133,0,0,0,0,0,0,0.001946,0.364407,2718945852.999997,2706128146,689.62,690.665255,0,689.62,689.62,689.62,0,0,0,1,0,0,0.001946,0.364407,131734481.1988,130703793.6136,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.934612,2.904363,5.66897,3.250592,20.74952,-14.12536,6.053569,4.72818,21.428522,3.095964,7.303527,0.484848,0.001946,2.900787,12111.115504,11092.467683,0,298,0,0,0,0,0,0,0
3,15,3146.543165,3133,10.173403,3154,3155,3133,0.083032,1.264181,21,1.342514,21,0.00361,0.001946,0.364407,2752432691.000002,2718945852.999997,678.737626,689.62,8.361564,672.99,689.62,668.28,0.094043,0.952237,11.86,1.390497,16.63,0.00361,0.001946,0.364407,128089731.2794,131734481.1988,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.315183,2.934612,5.850219,3.091058,20.75562,-18.02335,6.584662,4.598282,25.251698,3.360423,8.017852,0.534014,0.001946,2.76183,13304.347005,12111.115504,0,295,0,0,0,0,0,0,0
3,15,3287.413043,3146.543165,210.068724,3171,3654,3154,1.818182,29.140292,483,2.383595,0,0.003636,0.001946,0.370695,2994890766.000004,2752432691.000002,786.154638,678.737626,175.910912,689.05,1093.1,672.99,1.527673,24.380839,404.05,2.383023,0,0.003636,0.001946,0.509771,179088573.9792,128089731.2794,0,208,68,0,0,0,0,0,0,0,0,0,0,0,0,0,3.156648,3.315183,5.036098,3.091608,16.82127,-10.63913,5.629014,4.221249,23.96666,2.825615,7.136357,0.510135,0.001946,2.795597,10466.670276,13304.347005,0,297,0,0,0,0,0,0,0
3,15,3654,3287.413043,0,3654,3654,3654,0,0,0,0,0,0,0.001946,0.364407,3711777047.999996,2994890766.000004,1093.1,786.154638,0,1093.1,1093.1,1093.1,0,0,0,1,0,0,0.001946,0.364407,332173195.58,179088573.9792,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,3.639119,3.156648,5.117734,3.613891,16.9474,-8.554273,5.822381,4.191004,22.809149,2.630891,7.42945,0.511706,0.001946,2.507668,11804.124735,10466.670276,0,300,0,0,0,0,0,0,0
3,15,3524.131868,3654,253.27301,3654,3654,3032,2.286765,37.71429,622,3.053363,0,0.003676,0.001946,0.365545,3407973024.000009,3725128763.999999,1004.620549,1093.1,172.555472,1093.1,1093.1,669.33,1.557978,25.69483,423.77,3.053363,0,0.003676,0.001946,0.384176,283627554.747301,333368063.19,0,57,216,0,0,0,0,0,0,0,0,0,0,0,0,0,5.486244,4.161844,5.816904,5.22287,20.48999,-7.712908,6.425584,4.589016,19.967347,2.491952,8.879324,0.503378,0.001946,2.037792,18954.931299,14029.499552,0,297,0,0,0,0,0,0,0
3,15,3032,3524.131868,0,3032,3032,3032,0,0,0,0,0,0,0.001946,0.401867,2509695552.000003,3407973024.000009,669.33,1004.620549,0,669.33,669.33,669.33,0,0,0,1,0,0,0.001946,0.401867,122304723.1497,283627554.747301,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.406144,5.486244,5.514953,2.250292,20.17231,-12.49605,6.081724,4.632977,23.74656,3.098529,7.383753,0.496622,0.001946,2.978566,10722.242145,18954.931299,0,297,0,0,0,0,0,0,0
3,15,3157.182482,3032,165.429188,3032,3375,3032,1.25641,20.759304,343,1.314713,343,0.003663,0.001946,0.406177,2738648675.999996,2555660671.999997,745.001533,669.33,100.000256,669.33,876.67,669.33,0.759487,12.548788,207.34,1.314713,207.34,0.003663,0.001946,0.418852,154807489.7986,124544736.3942,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.786526,4.798866,5.802431,3.558158,22.75654,-10.17023,6.386053,4.883635,32.646168,2.935316,8.04047,0.461017,0.001946,3.037439,14176.104915,16617.053313,0,296,0,0,0,0,0,0,0
3,15,3375,3157.182482,0,3375,3375,3375,0,0,0,0,0,0,0.001946,0.406177,3121031250.000001,2738648675.999996,876.67,745.001533,0,876.67,876.67,876.67,0,0,0,1,0,0,0.001946,0.406177,210582779.1586,154807489.7986,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83931,3.786526,5.400576,5.710136,22.47821,-10.89642,6.15994,4.790864,24.890808,3.057859,7.348421,0.516892,0.001946,1.998831,18760.171104,14176.104915,0,297,0,0,0,0,0,0,0
3,16,3410.28,3375,47.125761,3375,3473,3375,0.357664,5.920397,98,1.340278,98,0.00365,0.001946,0.385776,3198861170.999996,3121031250.000001,888.152582,876.67,24.325105,876.67,1220.8,876.67,2.408175,28.161573,344.13,128.217124,28.42,0.00365,0.001946,0.382273,217086256.0994,210582779.1586,0,274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.903559,4.422983,5.894524,4.243988,19.19001,-12.99165,6.553056,4.737863,20.715139,3.082595,6.939364,0.521739,0.001946,2.649758,14960.210536,15557.171656,0,300,0,0,0,0,0,0,0
3,16,3473,3410.28,0,3473,3473,3473,0,0,0,0,0,0,0.001946,0.364407,3353160662.000002,3198861170.999996,905.09,888.152582,0,905.09,905.09,905.09,0,0,0,1,0,0,0.001946,0.364407,227734238.4518,217086256.0994,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.878707,3.903559,5.596674,4.787296,20.84077,-11.14339,5.949075,4.506491,22.72861,2.856758,7.563743,0.432886,0.001946,2.115215,16450.914429,14960.210536,0,299,0,0,0,0,0,0,0
3,16,3200.328467,3473,53.165732,3190,3473,3190,1.03663,17.127939,283,25.437879,0,0.003663,0.001946,0.408256,2807107690.000002,3353160662.000002,712.418175,905.09,37.567319,705.12,905.09,705.12,0.732491,12.102735,199.97,25.437879,0,0.003663,0.001946,0.408256,139451151.6826,227734238.4518,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.140339,4.878707,5.372782,5.109436,19.87585,-9.574863,6.17863,4.437942,21.404721,2.857941,7.152025,0.493197,0.001946,2.346807,16281.645353,16450.914429,0,295,0,0,0,0,0,0,0
3,16,3190,3200.328467,0,3190,3190,3190,0,0,0,0,0,0,0.001946,0.406177,2788251399.999998,2807107690.000002,705.12,712.418175,0,705.12,705.12,705.12,0,0,0,1,0,0,0.001946,0.406177,136231214.7456,139451151.6826,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.802932,5.140339,5.663257,2.454634,20.28018,-12.55486,6.230504,4.809752,20.443155,2.995569,7.725711,0.45302,0.001946,2.968671,11906.67161,16281.645353,0,299,0,0,0,0,0,0,0
3,16,3110.007246,3190,54.895537,3074,3190,3065,0.454545,7.01411,116,1.604248,116,0.003636,0.001946,0.385776,2670340758.000002,2839131899.999995,708.839275,705.12,9.312295,705.86,735.44,705.12,0.110255,1.784136,29.58,7.30395,0.74,0.003636,0.001946,0.385776,138700908.332,138717185.8176,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.887368,5.048385,5.5802,5.011689,19.92646,-10.7875,6.074954,4.987332,23.669432,3.032735,7.326197,0.451505,0.001946,2.471554,16476.360213,16174.343875,0,300,0,0,0,0,0,0,0
3,16,3065,3110.007246,0,3065,3065,3065,0,0,0,0,0,0,0.001946,0.364407,2602200324.999997,2670340758.000002,735.44,708.839275,0,735.44,735.44,735.44,0,0,0,1,0,0,0.001946,0.364407,149821542.2272,138700908.332,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.634346,4.887368,6.209954,4.991852,20.24792,-16.58404,6.883965,5.176483,26.529773,3.208262,8.212673,0.494915,0.001946,2.360952,17733.481837,16476.360213,0,296,0,0,0,0,0,0,0
3,16,3345.963636,3065,78.829013,3368,3368,3065,1.105839,18.304899,303,11.828431,0,0.00365,0.001946,0.376048,3080457619.999995,2602200324.999997,919.188364,735.44,51.553654,933.6,933.6,735.44,0.723212,11.971283,198.16,11.828431,0,0.00365,0.001946,0.347257,233077724.672,149821542.2272,0,20,0,0,0,0,0,0,0,0,255,0,0,0,0,0,4.341488,4.634346,6.260701,4.267467,24.76046,-15.78061,6.952896,5.653966,31.60406,3.122235,8.333375,0.505051,0.001946,2.354402,17258.18228,17733.481837,0,298,0,0,0,0,0,0,0
3,16,3368,3345.963636,0,3368,3368,3368,0,0,0,0,0,0,0.001946,0.364407,3142128447.999999,3080457619.999995,933.6,919.188364,0,933.6,933.6,933.6,0,0,0,1,0,0,0.001946,0.364407,241435681.92,233077724.672,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,3.516638,4.341488,5.879655,3.543328,18.64148,-11.95827,6.538522,4.885028,30.11574,2.7034,7.891578,0.52027,0.001946,2.600968,13905.744771,17258.18228,0,297,0,0,0,0,0,0,0
3,17,3970.218182,3368,833.528024,3368,5143,3368,12.572993,146.962045,1775,1.491605,1775,0.007299,0.001946,0.317908,4525090609.999994,3119441600.000002,1014.887055,933.6,172.998718,933.6,1238.4,675.07,3.168358,38.634816,563.33,2.167405,304.8,0.007299,0.001946,0.267977,291449251.187799,239692464,0,22,92,0,0,0,0,0,0,0,161,0,0,0,0,0,2.535652,5.668955,5.044205,2.715193,14.46009,-13.32957,5.603697,4.14429,21.551933,2.95921,6.670452,0.488294,0.001946,3.219801,9536.618221,41828.999355,0,300,0,0,0,0,0,0,2
3,17,3473,3970.218182,0,3473,3473,3473,0,0,0,0,0,0,0.001946,0.419236,3232543372.000001,4525090609.999994,675.07,1014.887055,0,675.07,675.07,675.07,0,0,0,1,0,0,0.001946,0.419236,122132827.3132,291449251.187799,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.876931,2.535652,154.247876,3.796502,437.5235,-19.77517,8.065776,17.114316,274.21246,4.016713,10.390529,0.003401,0.001946,1.016352,8561726.617435,9536.618221,0,295,0,0,0,0,0,0,2
3,18,3545.971223,3473,69.009856,3611,3611,3473,0.498195,8.291616,138,1.013294,138,0.00361,0.001946,0.364407,3496866686.000004,3280790288,667.630108,675.07,7.036005,661,675.07,661,0.050794,0.845384,14.07,1.013294,14.07,0.00361,0.001946,0.364407,123926642.1419,123955705.3328,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04704,2.676838,5.712248,1.986895,19.43154,-19.79953,6.193843,4.766126,21.866517,3.551376,7.520624,0.479866,0.001946,3.434663,10976.595425,12037.038916,0,299,0,0,0,0,0,0,3
3,18,3611,3545.971223,0,3611,3611,3611,0,0,0,0,0,0,0.001946,0.364407,3611891917.000005,3496866686.000004,661,667.630108,0,661,661,661,0,0,0,0,0,0,0.001946,0.364407,121027117,123926642.1419,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.902686,2.04704,9.048929,3.01812,100.85,-9.533527,6.832656,7.694137,82.70874,58.972811,7.258225,0.511864,0.001946,3.009088,28663.8846,10976.595425,0,296,0,0,0,0,0,0,3
3,21,2105.242857,3611,689.952992,1856,3611,1700,7.480287,114.797846,1911,3.965972,165,0.003584,0.001946,0.602444,1373787098,3598852596.000002,727.892143,661,31.127765,737.3,752.26,661,0.387348,4.745421,76.3,3.781334,7.71,0.003584,0.001946,0.325223,148621885.694,120590196,0,48,0,0,0,0,0,0,0,0,232,0,0,0,0,0,3.203094,-771.45879,9.004274,2.27434,56.21618,-16.55912,6.84673,5.286591,40.346712,14.629564,8.009715,0.496622,0.001946,3.426641,27045.940179,54956462079.746232,0,297,0,0,0,0,0,0,3
3,21,2183.844765,2105.242857,199.966703,2152,2425,1856,3.286232,30.271162,318,2.077909,300,0.007246,0.001946,0.281237,1332098619,1373787098,721.520542,727.892143,38.638568,737.07,765.21,660.08,0.663841,6.574093,76.99,1.551954,70.78,0.007246,0.001946,0.393198,144616005.1857,148621885.694,0,128,0,0,0,0,0,0,0,0,149,0,0,0,0,0,2.757358,3.203094,5.564177,2.633184,17.83424,-10.61209,6.611439,4.955335,22.66106,2.591051,8.378296,0.558923,0.001946,3.228878,11460.839381,27045.940179,0,298,0,0,0,0,0,0,3
3,21,2194.746429,2183.844765,65.804887,2177,2528,2163,1.308244,18.831274,312,23.667804,0,0.003584,0.001946,0.414543,1349943477.000001,1332098619,759.268393,721.520542,15.491908,763.49,764.11,680.54,0.299534,4.471152,74.2,23.99716,0,0.003584,0.001946,0.341881,161483737.6505,144616005.1857,0,10,0,0,0,0,0,0,0,0,270,0,0,0,0,0,4.692708,2.757358,17.939157,2.992055,202.6557,-20.66278,7.72901,13.067205,201.419168,85.271284,8.247472,0.482993,0.011673,4.08165,101109.466861,11460.839381,0,295,0,0,0,0,0,0,3
3,21,2413.400722,2194.746429,185.859368,2288,2656,2259,2.007246,24.876128,393,1.289642,393,0.003623,0.001946,0.390639,1622921405.999997,1349943477.000001,730.114043,759.268393,35.134768,752.87,766.43,680.54,0.342428,4.166231,67.64,1.28109,70.18,0.003623,0.001946,0.364407,148000133.7303,161483737.6505,0,104,0,0,0,0,0,0,0,0,173,0,0,0,0,0,9.385369,4.692708,34.250008,2.269793,180.0566,-14.29509,6.713029,7.642366,83.618223,19.5601,8.004123,0.171717,0.007782,2.613577,374649.097816,101109.466861,0,298,0,0,0,0,0,0,3
3,21,2344.601449,2413.400722,144.536427,2265,2646,2252,1.745455,15.15518,230,2.847663,27,0.003636,0.001946,0.369271,1522960008.000003,1622921405.999997,749.370833,730.114043,29.942801,763.41,770.21,686.47,0.706945,4.59066,42.41,2.927673,11.51,0.003636,0.001946,0.382273,155236191.3775,148000133.7303,0,67,0,0,0,0,0,0,0,0,209,0,0,0,0,0,2.202075,9.385369,5.261109,2.110614,17.72175,-16.76551,5.779277,4.615047,21.385524,3.288225,7.078764,0.540541,0.001946,3.434385,9633.257876,374649.097816,0,297,0,0,0,0,0,0,3
3,21,2410.018116,2344.601449,132.275345,2351,3722,2318,8.203636,84.926688,1359,36.684401,110,0.029091,0.001946,0.393198,1607871311.000001,1522960008.000003,761.915399,749.370833,44.196358,762.57,912.84,687.69,1.680073,13.481317,150.24,8.41807,4.51,0.025455,0.001946,0.335983,160759323.0367,155236191.3775,0,37,0,0,0,0,0,0,0,0,239,0,0,0,0,0,1.739486,2.202075,5.096356,1.354088,17.12519,-17.00387,6.156035,4.821071,24.29256,3.284903,6.700518,0.530405,0.001946,3.931478,8586.62858,9633.257876,0,297,0,0,0,0,0,0,3
3,21,2592.628159,2410.018116,336.809469,2398,3722,2375,8.768116,83.487988,1335,8.361495,336,0.01087,0.001946,0.497203,1893226264.000003,1607871311.000001,742.104838,761.915399,45.559222,760.24,1166.9,644.53,4.964203,39.008954,473.55,28.391679,71.51,0.007246,0.001946,0.364407,153122203.792,160759323.0367,0,114,1,0,0,0,0,0,0,0,162,0,0,0,0,0,1.533137,1.739486,5.422762,1.413735,18.12074,-14.53462,6.104705,4.801533,23.297162,3.125873,7.247692,0.508361,0.001946,3.795091,9497.651139,8586.62858,0,300,0,0,0,0,0,0,3
3,21,2280,2592.628159,29.400485,2272,2398,2255,1.715827,7.772615,115,11.164204,13,0.028777,0.001946,0.364407,1450593900.000003,1893226264.000003,768.497419,742.104838,44.583714,762.28,1097.1,732.92,3.07482,28.530387,336.29,53.269807,4.47,0.007194,0.001946,0.385776,165326713.8106,153122203.792,0,0,5,0,0,0,0,0,0,0,274,0,0,0,0,0,1.860644,1.533137,5.542465,1.553016,20.15037,-13.85678,6.261292,4.667445,21.8611,3.126608,7.317305,0.503378,0.001946,3.177588,10121.012835,9497.651139,0,297,0,0,0,0,0,0,3
3,22,2398.403571,2280,152.682318,2290,2698,2258,4.448029,25.050955,314,1.674063,308,0.007168,0.001946,0.350308,1617159130.999997,1450593900.000003,739.0265,768.497419,34.973828,761.95,782.37,661.88,1.659068,7.213953,69.6,1.57588,71.55,0.007168,0.001946,0.395113,153266111.009,165326713.8106,0,96,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0.458045,1.860644,5.224173,0.318536,15.20872,-11.86463,5.721079,4.440229,21.976933,2.753715,6.887981,0.459459,0.089494,3.878465,8140.738438,10121.012835,0,297,0,0,0,0,0,0,3
3,22,2277.917266,2398.403571,8.676933,2275,2307,2263,1.790614,4.810863,44,3.635752,12,0.090253,0.001946,0.364407,1442537021,1617159130.999997,761.448921,739.0265,44.938053,754.985,1092,748.44,3.131625,28.820252,340.21,53.034675,5.87,0.021661,0.001946,0.371677,161745021.3434,153266111.009,0,0,5,0,0,0,0,0,0,0,273,0,0,0,0,0,1.059419,0.458045,5.271945,1.353467,14.33114,-11.34639,5.655534,4.227282,19.028386,2.369266,8.250634,0.442568,0.001946,3.701809,8560.190677,8140.738438,0,297,0,0,0,0,0,0,3
3,22,2563.050725,2277.917266,543.50239,2284.5,3898,2220,14.094545,100.63219,1329,4.888988,333,0.014545,0.001946,0.385776,1894340792.000001,1442537021,731.946341,761.448921,35.735646,754.07,968.03,680,3.086073,24.248207,283,7.976056,63.6,0.014545,0.001946,0.370695,148216927.9731,161745021.3434,0,103,1,0,0,0,0,0,0,0,172,0,0,0,0,0,0.413898,1.059419,4.95744,0.238819,13.17539,-14.88606,5.314188,4.103409,21.176787,3.014825,6.199625,0.516892,0.095331,3.478718,7325.439113,8560.190677,0,297,0,0,0,0,0,0,3
3,22,2199.298182,2563.050725,54.565288,2228,2268,2105,2.419708,8.328585,109,1.839281,108.75,0.00365,0.001946,0.385776,1330966735.000001,1894340792.000001,766.314691,731.946341,40.986775,757.01,1094.3,745.65,3.50865,29.359598,341.02,60.091746,17.59,0.025547,0.001946,0.364407,161950803.4198,148216927.9731,0,0,4,0,0,0,0,0,0,0,271,0,0,0,0,0,0.976569,0.413898,5.273511,1.273491,15.64228,-20.33815,5.866627,4.376348,23.004903,3.500482,7.024881,0.489933,0.083658,3.942028,8572.508301,7325.439113,0,299,0,0,0,0,0,0,3
